CD2_((Eu151)Di),CD45RA_((Eu153)Di),CD7_((In113)Di),CD45_((In115)Di),CD11a_((La139)Di),CD96_((Nd142)Di),CD107a_((Nd143)Di),CD94_((Nd144)Di),IFNg_((Nd145)Di),CD8_((Nd146)Di),CRTAM_((Nd148)Di),MIP1b_((Nd150)Di),CD57_((Sm147)Di),DNAM1_((Sm149)Di),TNFa_((Sm152)Di),NKG2D_((Sm154)Di),CRACC_((Gd155)Di),2B4_((Gd156)Di),SAP_((Gd157)Di),LAIR1_((Gd158)Di),NKp30_((Gd160)Di),CD161_((Tb159)Di),DAP12_((Dy161)Di),CD69_((Dy162)Di),EAT2_((Dy163)Di),GMCSF_((Dy164)Di),CD16_((Ho165)Di),TIGIT_((Er166)Di),IL3_((Er167)Di),NTB_((Er168)Di),NKG2C_((Er170)Di),LILRB1_((Tm169)Di),MIP1a_((Yb171)Di),NKp46_((Yb172)Di),NKG2A_((Yb174)Di),CD56_((Yb176)Di),KLRG1_((Lu175)Di)
,,,,,,1.192596599,,1.438754741,,,1.466484409,,,1.451619591,,,,,,,,,,,1.252935668,,,2.042276609,,,,0.955981506,,,,

